party,votes,perc_valid,perc_emit,ubigeo,ambito,departamento,provincia,distrito
PERU NACION *,0.0,0.0,0.0,060910,PERÚ,CAJAMARCA,SANTA CRUZ,ANDABAMBA
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,060910,PERÚ,CAJAMARCA,SANTA CRUZ,ANDABAMBA
PROGRESANDO PERU ,1.0,0.15,0.11,060910,PERÚ,CAJAMARCA,SANTA CRUZ,ANDABAMBA
PARTIDO POLITICO ORDEN ,0.0,0.0,0.0,060910,PERÚ,CAJAMARCA,SANTA CRUZ,ANDABAMBA
PERUANOS POR EL KAMBIO ,36.0,5.56,4.06,060910,PERÚ,CAJAMARCA,SANTA CRUZ,ANDABAMBA
FRENTE ESPERANZA ,10.0,0.3,0.24,060902,PERÚ,CAJAMARCA,SANTA CRUZ,CATACHE
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,060902,PERÚ,CAJAMARCA,SANTA CRUZ,CATACHE
FUERZA POPULAR ,949.0,28.2,22.64,060902,PERÚ,CAJAMARCA,SANTA CRUZ,CATACHE
ALIANZA POPULAR ,93.0,2.76,2.22,060902,PERÚ,CAJAMARCA,SANTA CRUZ,CATACHE
PERU LIBERTARIO *,0.0,0.0,0.0,060902,PERÚ,CAJAMARCA,SANTA CRUZ,CATACHE
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",467.0,13.88,11.14,060902,PERÚ,CAJAMARCA,SANTA CRUZ,CATACHE
ACCION POPULAR ,40.0,1.19,0.95,060902,PERÚ,CAJAMARCA,SANTA CRUZ,CATACHE
DEMOCRACIA DIRECTA ,1590.0,47.25,37.94,060902,PERÚ,CAJAMARCA,SANTA CRUZ,CATACHE
PERU POSIBLE ,14.0,0.42,0.33,060902,PERÚ,CAJAMARCA,SANTA CRUZ,CATACHE
PERU NACION *,0.0,0.0,0.0,060902,PERÚ,CAJAMARCA,SANTA CRUZ,CATACHE
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,060902,PERÚ,CAJAMARCA,SANTA CRUZ,CATACHE
PROGRESANDO PERU ,4.0,0.12,0.1,060902,PERÚ,CAJAMARCA,SANTA CRUZ,CATACHE
PARTIDO POLITICO ORDEN ,4.0,0.12,0.1,060902,PERÚ,CAJAMARCA,SANTA CRUZ,CATACHE
PERUANOS POR EL KAMBIO ,194.0,5.77,4.63,060902,PERÚ,CAJAMARCA,SANTA CRUZ,CATACHE
FRENTE ESPERANZA ,2.0,0.1,0.08,060903,PERÚ,CAJAMARCA,SANTA CRUZ,CHANCAYBAÑOS
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,060903,PERÚ,CAJAMARCA,SANTA CRUZ,CHANCAYBAÑOS
FUERZA POPULAR ,623.0,32.06,25.98,060903,PERÚ,CAJAMARCA,SANTA CRUZ,CHANCAYBAÑOS
ALIANZA POPULAR ,288.0,14.82,12.01,060903,PERÚ,CAJAMARCA,SANTA CRUZ,CHANCAYBAÑOS
PERU LIBERTARIO *,0.0,0.0,0.0,060903,PERÚ,CAJAMARCA,SANTA CRUZ,CHANCAYBAÑOS
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",139.0,7.15,5.8,060903,PERÚ,CAJAMARCA,SANTA CRUZ,CHANCAYBAÑOS
ACCION POPULAR ,29.0,1.49,1.21,060903,PERÚ,CAJAMARCA,SANTA CRUZ,CHANCAYBAÑOS
DEMOCRACIA DIRECTA ,785.0,40.4,32.74,060903,PERÚ,CAJAMARCA,SANTA CRUZ,CHANCAYBAÑOS
PERU POSIBLE ,21.0,1.08,0.88,060903,PERÚ,CAJAMARCA,SANTA CRUZ,CHANCAYBAÑOS
PERU NACION *,0.0,0.0,0.0,060903,PERÚ,CAJAMARCA,SANTA CRUZ,CHANCAYBAÑOS
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,060903,PERÚ,CAJAMARCA,SANTA CRUZ,CHANCAYBAÑOS
PROGRESANDO PERU ,0.0,0.0,0.0,060903,PERÚ,CAJAMARCA,SANTA CRUZ,CHANCAYBAÑOS
PARTIDO POLITICO ORDEN ,3.0,0.15,0.13,060903,PERÚ,CAJAMARCA,SANTA CRUZ,CHANCAYBAÑOS
PERUANOS POR EL KAMBIO ,53.0,2.73,2.21,060903,PERÚ,CAJAMARCA,SANTA CRUZ,CHANCAYBAÑOS
FRENTE ESPERANZA ,4.0,0.33,0.25,060904,PERÚ,CAJAMARCA,SANTA CRUZ,LA ESPERANZA
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,060904,PERÚ,CAJAMARCA,SANTA CRUZ,LA ESPERANZA
FUERZA POPULAR ,636.0,51.83,40.08,060904,PERÚ,CAJAMARCA,SANTA CRUZ,LA ESPERANZA
ALIANZA POPULAR ,56.0,4.56,3.53,060904,PERÚ,CAJAMARCA,SANTA CRUZ,LA ESPERANZA
PERU LIBERTARIO *,0.0,0.0,0.0,060904,PERÚ,CAJAMARCA,SANTA CRUZ,LA ESPERANZA
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",118.0,9.62,7.44,060904,PERÚ,CAJAMARCA,SANTA CRUZ,LA ESPERANZA
ACCION POPULAR ,19.0,1.55,1.2,060904,PERÚ,CAJAMARCA,SANTA CRUZ,LA ESPERANZA
DEMOCRACIA DIRECTA ,284.0,23.15,17.9,060904,PERÚ,CAJAMARCA,SANTA CRUZ,LA ESPERANZA
PERU POSIBLE ,5.0,0.41,0.32,060904,PERÚ,CAJAMARCA,SANTA CRUZ,LA ESPERANZA
PERU NACION *,0.0,0.0,0.0,060904,PERÚ,CAJAMARCA,SANTA CRUZ,LA ESPERANZA
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,060904,PERÚ,CAJAMARCA,SANTA CRUZ,LA ESPERANZA
PROGRESANDO PERU ,4.0,0.33,0.25,060904,PERÚ,CAJAMARCA,SANTA CRUZ,LA ESPERANZA
PARTIDO POLITICO ORDEN ,0.0,0.0,0.0,060904,PERÚ,CAJAMARCA,SANTA CRUZ,LA ESPERANZA
PERUANOS POR EL KAMBIO ,101.0,8.23,6.36,060904,PERÚ,CAJAMARCA,SANTA CRUZ,LA ESPERANZA
FRENTE ESPERANZA ,6.0,0.55,0.43,060905,PERÚ,CAJAMARCA,SANTA CRUZ,NINABAMBA
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,060905,PERÚ,CAJAMARCA,SANTA CRUZ,NINABAMBA
FUERZA POPULAR ,277.0,25.18,20.07,060905,PERÚ,CAJAMARCA,SANTA CRUZ,NINABAMBA
ALIANZA POPULAR ,20.0,1.82,1.45,060905,PERÚ,CAJAMARCA,SANTA CRUZ,NINABAMBA
PERU LIBERTARIO *,0.0,0.0,0.0,060905,PERÚ,CAJAMARCA,SANTA CRUZ,NINABAMBA
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",156.0,14.18,11.3,060905,PERÚ,CAJAMARCA,SANTA CRUZ,NINABAMBA
ACCION POPULAR ,12.0,1.09,0.87,060905,PERÚ,CAJAMARCA,SANTA CRUZ,NINABAMBA
DEMOCRACIA DIRECTA ,531.0,48.27,38.48,060905,PERÚ,CAJAMARCA,SANTA CRUZ,NINABAMBA
PERU POSIBLE ,7.0,0.64,0.51,060905,PERÚ,CAJAMARCA,SANTA CRUZ,NINABAMBA
PERU NACION *,0.0,0.0,0.0,060905,PERÚ,CAJAMARCA,SANTA CRUZ,NINABAMBA
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,060905,PERÚ,CAJAMARCA,SANTA CRUZ,NINABAMBA
PROGRESANDO PERU ,1.0,0.09,0.07,060905,PERÚ,CAJAMARCA,SANTA CRUZ,NINABAMBA
PARTIDO POLITICO ORDEN ,0.0,0.0,0.0,060905,PERÚ,CAJAMARCA,SANTA CRUZ,NINABAMBA
PERUANOS POR EL KAMBIO ,90.0,8.18,6.52,060905,PERÚ,CAJAMARCA,SANTA CRUZ,NINABAMBA
FRENTE ESPERANZA ,5.0,0.27,0.21,060906,PERÚ,CAJAMARCA,SANTA CRUZ,PULAN
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,060906,PERÚ,CAJAMARCA,SANTA CRUZ,PULAN
FUERZA POPULAR ,482.0,25.93,20.25,060906,PERÚ,CAJAMARCA,SANTA CRUZ,PULAN
ALIANZA POPULAR ,50.0,2.69,2.1,060906,PERÚ,CAJAMARCA,SANTA CRUZ,PULAN
PERU LIBERTARIO *,0.0,0.0,0.0,060906,PERÚ,CAJAMARCA,SANTA CRUZ,PULAN
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",285.0,15.33,11.97,060906,PERÚ,CAJAMARCA,SANTA CRUZ,PULAN
ACCION POPULAR ,29.0,1.56,1.22,060906,PERÚ,CAJAMARCA,SANTA CRUZ,PULAN
DEMOCRACIA DIRECTA ,908.0,48.84,38.15,060906,PERÚ,CAJAMARCA,SANTA CRUZ,PULAN
PERU POSIBLE ,11.0,0.59,0.46,060906,PERÚ,CAJAMARCA,SANTA CRUZ,PULAN
PERU NACION *,0.0,0.0,0.0,060906,PERÚ,CAJAMARCA,SANTA CRUZ,PULAN
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,060906,PERÚ,CAJAMARCA,SANTA CRUZ,PULAN
PROGRESANDO PERU ,2.0,0.11,0.08,060906,PERÚ,CAJAMARCA,SANTA CRUZ,PULAN
PARTIDO POLITICO ORDEN ,2.0,0.11,0.08,060906,PERÚ,CAJAMARCA,SANTA CRUZ,PULAN
PERUANOS POR EL KAMBIO ,85.0,4.57,3.57,060906,PERÚ,CAJAMARCA,SANTA CRUZ,PULAN
FRENTE ESPERANZA ,17.0,0.42,0.34,060901,PERÚ,CAJAMARCA,SANTA CRUZ,SANTA CRUZ
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,060901,PERÚ,CAJAMARCA,SANTA CRUZ,SANTA CRUZ
FUERZA POPULAR ,1547.0,38.18,31.21,060901,PERÚ,CAJAMARCA,SANTA CRUZ,SANTA CRUZ
ALIANZA POPULAR ,298.0,7.35,6.01,060901,PERÚ,CAJAMARCA,SANTA CRUZ,SANTA CRUZ
PERU LIBERTARIO *,0.0,0.0,0.0,060901,PERÚ,CAJAMARCA,SANTA CRUZ,SANTA CRUZ
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",482.0,11.9,9.72,060901,PERÚ,CAJAMARCA,SANTA CRUZ,SANTA CRUZ
ACCION POPULAR ,155.0,3.83,3.13,060901,PERÚ,CAJAMARCA,SANTA CRUZ,SANTA CRUZ
DEMOCRACIA DIRECTA ,1129.0,27.86,22.78,060901,PERÚ,CAJAMARCA,SANTA CRUZ,SANTA CRUZ
PERU POSIBLE ,37.0,0.91,0.75,060901,PERÚ,CAJAMARCA,SANTA CRUZ,SANTA CRUZ
PERU NACION *,0.0,0.0,0.0,060901,PERÚ,CAJAMARCA,SANTA CRUZ,SANTA CRUZ
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,060901,PERÚ,CAJAMARCA,SANTA CRUZ,SANTA CRUZ
PROGRESANDO PERU ,2.0,0.05,0.04,060901,PERÚ,CAJAMARCA,SANTA CRUZ,SANTA CRUZ
PARTIDO POLITICO ORDEN ,3.0,0.07,0.06,060901,PERÚ,CAJAMARCA,SANTA CRUZ,SANTA CRUZ
PERUANOS POR EL KAMBIO ,382.0,9.43,7.71,060901,PERÚ,CAJAMARCA,SANTA CRUZ,SANTA CRUZ
FRENTE ESPERANZA ,3.0,0.31,0.25,060911,PERÚ,CAJAMARCA,SANTA CRUZ,SAUCEPAMPA
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,060911,PERÚ,CAJAMARCA,SANTA CRUZ,SAUCEPAMPA
FUERZA POPULAR ,361.0,37.64,29.93,060911,PERÚ,CAJAMARCA,SANTA CRUZ,SAUCEPAMPA
ALIANZA POPULAR ,36.0,3.75,2.99,060911,PERÚ,CAJAMARCA,SANTA CRUZ,SAUCEPAMPA
PERU LIBERTARIO *,0.0,0.0,0.0,060911,PERÚ,CAJAMARCA,SANTA CRUZ,SAUCEPAMPA
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",137.0,14.29,11.36,060911,PERÚ,CAJAMARCA,SANTA CRUZ,SAUCEPAMPA
ACCION POPULAR ,9.0,0.94,0.75,060911,PERÚ,CAJAMARCA,SANTA CRUZ,SAUCEPAMPA
DEMOCRACIA DIRECTA ,354.0,36.91,29.35,060911,PERÚ,CAJAMARCA,SANTA CRUZ,SAUCEPAMPA
PERU POSIBLE ,8.0,0.83,0.66,060911,PERÚ,CAJAMARCA,SANTA CRUZ,SAUCEPAMPA
PERU NACION *,0.0,0.0,0.0,060911,PERÚ,CAJAMARCA,SANTA CRUZ,SAUCEPAMPA
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,060911,PERÚ,CAJAMARCA,SANTA CRUZ,SAUCEPAMPA
PROGRESANDO PERU ,1.0,0.1,0.08,060911,PERÚ,CAJAMARCA,SANTA CRUZ,SAUCEPAMPA
PARTIDO POLITICO ORDEN ,1.0,0.1,0.08,060911,PERÚ,CAJAMARCA,SANTA CRUZ,SAUCEPAMPA
PERUANOS POR EL KAMBIO ,49.0,5.11,4.06,060911,PERÚ,CAJAMARCA,SANTA CRUZ,SAUCEPAMPA
FRENTE ESPERANZA ,2.0,0.95,0.77,060907,PERÚ,CAJAMARCA,SANTA CRUZ,SEXI
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,060907,PERÚ,CAJAMARCA,SANTA CRUZ,SEXI
FUERZA POPULAR ,106.0,50.24,40.61,060907,PERÚ,CAJAMARCA,SANTA CRUZ,SEXI
ALIANZA POPULAR ,17.0,8.06,6.51,060907,PERÚ,CAJAMARCA,SANTA CRUZ,SEXI
PERU LIBERTARIO *,0.0,0.0,0.0,060907,PERÚ,CAJAMARCA,SANTA CRUZ,SEXI
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",53.0,25.12,20.31,060907,PERÚ,CAJAMARCA,SANTA CRUZ,SEXI
ACCION POPULAR ,0.0,0.0,0.0,060907,PERÚ,CAJAMARCA,SANTA CRUZ,SEXI
DEMOCRACIA DIRECTA ,21.0,9.95,8.05,060907,PERÚ,CAJAMARCA,SANTA CRUZ,SEXI
PERU POSIBLE ,3.0,1.42,1.15,060907,PERÚ,CAJAMARCA,SANTA CRUZ,SEXI
PERU NACION *,0.0,0.0,0.0,060907,PERÚ,CAJAMARCA,SANTA CRUZ,SEXI
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,060907,PERÚ,CAJAMARCA,SANTA CRUZ,SEXI
PROGRESANDO PERU ,0.0,0.0,0.0,060907,PERÚ,CAJAMARCA,SANTA CRUZ,SEXI
PARTIDO POLITICO ORDEN ,0.0,0.0,0.0,060907,PERÚ,CAJAMARCA,SANTA CRUZ,SEXI
PERUANOS POR EL KAMBIO ,9.0,4.27,3.45,060907,PERÚ,CAJAMARCA,SANTA CRUZ,SEXI
FRENTE ESPERANZA ,1.0,0.18,0.13,060908,PERÚ,CAJAMARCA,SANTA CRUZ,UTICYACU
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,060908,PERÚ,CAJAMARCA,SANTA CRUZ,UTICYACU
FUERZA POPULAR ,139.0,24.69,18.41,060908,PERÚ,CAJAMARCA,SANTA CRUZ,UTICYACU
ALIANZA POPULAR ,5.0,0.89,0.66,060908,PERÚ,CAJAMARCA,SANTA CRUZ,UTICYACU
PERU LIBERTARIO *,0.0,0.0,0.0,060908,PERÚ,CAJAMARCA,SANTA CRUZ,UTICYACU
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",45.0,7.99,5.96,060908,PERÚ,CAJAMARCA,SANTA CRUZ,UTICYACU
ACCION POPULAR ,2.0,0.36,0.26,060908,PERÚ,CAJAMARCA,SANTA CRUZ,UTICYACU
DEMOCRACIA DIRECTA ,256.0,45.47,33.91,060908,PERÚ,CAJAMARCA,SANTA CRUZ,UTICYACU
PERU POSIBLE ,2.0,0.36,0.26,060908,PERÚ,CAJAMARCA,SANTA CRUZ,UTICYACU
PERU NACION *,0.0,0.0,0.0,060908,PERÚ,CAJAMARCA,SANTA CRUZ,UTICYACU
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,060908,PERÚ,CAJAMARCA,SANTA CRUZ,UTICYACU
PROGRESANDO PERU ,1.0,0.18,0.13,060908,PERÚ,CAJAMARCA,SANTA CRUZ,UTICYACU
PARTIDO POLITICO ORDEN ,0.0,0.0,0.0,060908,PERÚ,CAJAMARCA,SANTA CRUZ,UTICYACU
PERUANOS POR EL KAMBIO ,112.0,19.89,14.83,060908,PERÚ,CAJAMARCA,SANTA CRUZ,UTICYACU
FRENTE ESPERANZA ,8.0,0.58,0.47,060909,PERÚ,CAJAMARCA,SANTA CRUZ,YAUYUCAN
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,060909,PERÚ,CAJAMARCA,SANTA CRUZ,YAUYUCAN
FUERZA POPULAR ,306.0,22.16,17.84,060909,PERÚ,CAJAMARCA,SANTA CRUZ,YAUYUCAN
ALIANZA POPULAR ,24.0,1.74,1.4,060909,PERÚ,CAJAMARCA,SANTA CRUZ,YAUYUCAN
PERU LIBERTARIO *,0.0,0.0,0.0,060909,PERÚ,CAJAMARCA,SANTA CRUZ,YAUYUCAN
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",130.0,9.41,7.58,060909,PERÚ,CAJAMARCA,SANTA CRUZ,YAUYUCAN
ACCION POPULAR ,15.0,1.09,0.87,060909,PERÚ,CAJAMARCA,SANTA CRUZ,YAUYUCAN
DEMOCRACIA DIRECTA ,846.0,61.26,49.33,060909,PERÚ,CAJAMARCA,SANTA CRUZ,YAUYUCAN
PERU POSIBLE ,16.0,1.16,0.93,060909,PERÚ,CAJAMARCA,SANTA CRUZ,YAUYUCAN
PERU NACION *,0.0,0.0,0.0,060909,PERÚ,CAJAMARCA,SANTA CRUZ,YAUYUCAN
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,060909,PERÚ,CAJAMARCA,SANTA CRUZ,YAUYUCAN
PROGRESANDO PERU ,0.0,0.0,0.0,060909,PERÚ,CAJAMARCA,SANTA CRUZ,YAUYUCAN
PARTIDO POLITICO ORDEN ,2.0,0.14,0.12,060909,PERÚ,CAJAMARCA,SANTA CRUZ,YAUYUCAN
PERUANOS POR EL KAMBIO ,34.0,2.46,1.98,060909,PERÚ,CAJAMARCA,SANTA CRUZ,YAUYUCAN
FRENTE ESPERANZA ,7538.0,1.37,1.17,240000,PERÚ,CALLAO,TODOS,TODOS
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,240000,PERÚ,CALLAO,TODOS,TODOS
FUERZA POPULAR ,222171.0,40.46,34.51,240000,PERÚ,CALLAO,TODOS,TODOS
ALIANZA POPULAR ,45823.0,8.35,7.12,240000,PERÚ,CALLAO,TODOS,TODOS
PERU LIBERTARIO *,0.0,0.0,0.0,240000,PERÚ,CALLAO,TODOS,TODOS
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",61765.0,11.25,9.59,240000,PERÚ,CALLAO,TODOS,TODOS
ACCION POPULAR ,39187.0,7.14,6.09,240000,PERÚ,CALLAO,TODOS,TODOS
DEMOCRACIA DIRECTA ,4289.0,0.78,0.67,240000,PERÚ,CALLAO,TODOS,TODOS
PERU POSIBLE ,6823.0,1.24,1.06,240000,PERÚ,CALLAO,TODOS,TODOS
PERU NACION *,0.0,0.0,0.0,240000,PERÚ,CALLAO,TODOS,TODOS
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,240000,PERÚ,CALLAO,TODOS,TODOS
PROGRESANDO PERU ,3381.0,0.62,0.53,240000,PERÚ,CALLAO,TODOS,TODOS
PARTIDO POLITICO ORDEN ,4241.0,0.77,0.66,240000,PERÚ,CALLAO,TODOS,TODOS
PERUANOS POR EL KAMBIO ,153850.0,28.02,23.9,240000,PERÚ,CALLAO,TODOS,TODOS
FRENTE ESPERANZA ,7538.0,1.37,1.17,,PERÚ,CALLAO,TODOS,TODOS
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,,PERÚ,CALLAO,TODOS,TODOS
FUERZA POPULAR ,222171.0,40.46,34.51,,PERÚ,CALLAO,TODOS,TODOS
ALIANZA POPULAR ,45823.0,8.35,7.12,,PERÚ,CALLAO,TODOS,TODOS
PERU LIBERTARIO *,0.0,0.0,0.0,,PERÚ,CALLAO,TODOS,TODOS
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",61765.0,11.25,9.59,,PERÚ,CALLAO,TODOS,TODOS
ACCION POPULAR ,39187.0,7.14,6.09,,PERÚ,CALLAO,TODOS,TODOS
DEMOCRACIA DIRECTA ,4289.0,0.78,0.67,,PERÚ,CALLAO,TODOS,TODOS
PERU POSIBLE ,6823.0,1.24,1.06,,PERÚ,CALLAO,TODOS,TODOS
PERU NACION *,0.0,0.0,0.0,,PERÚ,CALLAO,TODOS,TODOS
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,,PERÚ,CALLAO,TODOS,TODOS
PROGRESANDO PERU ,3381.0,0.62,0.53,,PERÚ,CALLAO,TODOS,TODOS
PARTIDO POLITICO ORDEN ,4241.0,0.77,0.66,,PERÚ,CALLAO,TODOS,TODOS
PERUANOS POR EL KAMBIO ,153850.0,28.02,23.9,,PERÚ,CALLAO,TODOS,TODOS
FRENTE ESPERANZA ,7538.0,1.37,1.17,240100,PERÚ,CALLAO,CALLAO,TODOS
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,240100,PERÚ,CALLAO,CALLAO,TODOS
FUERZA POPULAR ,222171.0,40.46,34.51,240100,PERÚ,CALLAO,CALLAO,TODOS
ALIANZA POPULAR ,45823.0,8.35,7.12,240100,PERÚ,CALLAO,CALLAO,TODOS
PERU LIBERTARIO *,0.0,0.0,0.0,240100,PERÚ,CALLAO,CALLAO,TODOS
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",61765.0,11.25,9.59,240100,PERÚ,CALLAO,CALLAO,TODOS
ACCION POPULAR ,39187.0,7.14,6.09,240100,PERÚ,CALLAO,CALLAO,TODOS
DEMOCRACIA DIRECTA ,4289.0,0.78,0.67,240100,PERÚ,CALLAO,CALLAO,TODOS
PERU POSIBLE ,6823.0,1.24,1.06,240100,PERÚ,CALLAO,CALLAO,TODOS
PERU NACION *,0.0,0.0,0.0,240100,PERÚ,CALLAO,CALLAO,TODOS
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,240100,PERÚ,CALLAO,CALLAO,TODOS
PROGRESANDO PERU ,3381.0,0.62,0.53,240100,PERÚ,CALLAO,CALLAO,TODOS
PARTIDO POLITICO ORDEN ,4241.0,0.77,0.66,240100,PERÚ,CALLAO,CALLAO,TODOS
PERUANOS POR EL KAMBIO ,153850.0,28.02,23.9,240100,PERÚ,CALLAO,CALLAO,TODOS
FRENTE ESPERANZA ,553.0,1.05,0.93,240102,PERÚ,CALLAO,CALLAO,BELLAVISTA
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,240102,PERÚ,CALLAO,CALLAO,BELLAVISTA
FUERZA POPULAR ,15857.0,29.98,26.58,240102,PERÚ,CALLAO,CALLAO,BELLAVISTA
ALIANZA POPULAR ,6005.0,11.35,10.07,240102,PERÚ,CALLAO,CALLAO,BELLAVISTA
PERU LIBERTARIO *,0.0,0.0,0.0,240102,PERÚ,CALLAO,CALLAO,BELLAVISTA
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",4109.0,7.77,6.89,240102,PERÚ,CALLAO,CALLAO,BELLAVISTA
ACCION POPULAR ,4181.0,7.91,7.01,240102,PERÚ,CALLAO,CALLAO,BELLAVISTA
DEMOCRACIA DIRECTA ,232.0,0.44,0.39,240102,PERÚ,CALLAO,CALLAO,BELLAVISTA
PERU POSIBLE ,455.0,0.86,0.76,240102,PERÚ,CALLAO,CALLAO,BELLAVISTA
PERU NACION *,0.0,0.0,0.0,240102,PERÚ,CALLAO,CALLAO,BELLAVISTA
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,240102,PERÚ,CALLAO,CALLAO,BELLAVISTA
PROGRESANDO PERU ,233.0,0.44,0.39,240102,PERÚ,CALLAO,CALLAO,BELLAVISTA
PARTIDO POLITICO ORDEN ,442.0,0.84,0.74,240102,PERÚ,CALLAO,CALLAO,BELLAVISTA
PERUANOS POR EL KAMBIO ,20819.0,39.37,34.9,240102,PERÚ,CALLAO,CALLAO,BELLAVISTA
FRENTE ESPERANZA ,3787.0,1.47,1.25,240101,PERÚ,CALLAO,CALLAO,CALLAO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,240101,PERÚ,CALLAO,CALLAO,CALLAO
FUERZA POPULAR ,98971.0,38.49,32.55,240101,PERÚ,CALLAO,CALLAO,CALLAO
ALIANZA POPULAR ,23645.0,9.2,7.78,240101,PERÚ,CALLAO,CALLAO,CALLAO
PERU LIBERTARIO *,0.0,0.0,0.0,240101,PERÚ,CALLAO,CALLAO,CALLAO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",28308.0,11.01,9.31,240101,PERÚ,CALLAO,CALLAO,CALLAO
ACCION POPULAR ,20298.0,7.89,6.68,240101,PERÚ,CALLAO,CALLAO,CALLAO
DEMOCRACIA DIRECTA ,2002.0,0.78,0.66,240101,PERÚ,CALLAO,CALLAO,CALLAO
PERU POSIBLE ,2827.0,1.1,0.93,240101,PERÚ,CALLAO,CALLAO,CALLAO
PERU NACION *,0.0,0.0,0.0,240101,PERÚ,CALLAO,CALLAO,CALLAO
PARTIDO HUMANISTA PERUANO *,0.0,0.0,0.0,240101,PERÚ,CALLAO,CALLAO,CALLAO
PROGRESANDO PERU ,1524.0,0.59,0.5,240101,PERÚ,CALLAO,CALLAO,CALLAO
PARTIDO POLITICO ORDEN ,2091.0,0.81,0.69,240101,PERÚ,CALLAO,CALLAO,CALLAO
PERUANOS POR EL KAMBIO ,73653.0,28.65,24.23,240101,PERÚ,CALLAO,CALLAO,CALLAO
FRENTE ESPERANZA ,429.0,1.4,1.19,240104,PERÚ,CALLAO,CALLAO,CARMEN DE LA LEGUA-REYNOSO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0.0,0.0,0.0,240104,PERÚ,CALLAO,CALLAO,CARMEN DE LA LEGUA-REYNOSO
FUERZA POPULAR ,12952.0,42.22,35.97,240104,PERÚ,CALLAO,CALLAO,CARMEN DE LA LEGUA-REYNOSO
ALIANZA POPULAR ,2219.0,7.23,6.16,240104,PERÚ,CALLAO,CALLAO,CARMEN DE LA LEGUA-REYNOSO
PERU LIBERTARIO *,0.0,0.0,0.0,240104,PERÚ,CALLAO,CALLAO,CARMEN DE LA LEGUA-REYNOSO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD ",3720.0,12.13,10.33,240104,PERÚ,CALLAO,CALLAO,CARMEN DE LA LEGUA-REYNOSO
